-999.0 -999.0
20.000000	40.331297
19.998849	40.331828
19.995622	40.334175
19.991222	40.335642
19.990048	40.338869
19.990928	40.343563
19.992102	40.347376
19.989168	40.349723
19.984475	40.351190
19.979194	40.351483
19.974794	40.350603
19.969807	40.350310
19.965407	40.349136
19.960419	40.348843
19.955432	40.349430
19.951619	40.351483
19.947805	40.353243
19.943992	40.352070
19.939885	40.350603
19.936071	40.349136
19.930497	40.349136
19.926684	40.351190
19.923750	40.353243
19.920230	40.355590
19.917883	40.357937
19.916123	40.361164
19.914069	40.364097
19.911723	40.366738
19.909082	40.369378
19.906736	40.372018
19.902922	40.373778
19.898815	40.375538
19.893535	40.376712
19.888254	40.377885
19.883854	40.379059
19.880627	40.381405
19.877400	40.383752
19.875053	40.386392
19.872413	40.389033
19.869186	40.391086
19.863906	40.391379
19.858919	40.390793
19.853932	40.390499
19.848651	40.390793
19.842491	40.391379
19.837211	40.392553
19.832810	40.394020
19.828997	40.395780
19.822836	40.396366
19.817556	40.396660
19.811982	40.396953
19.807582	40.398420
19.803475	40.399887
19.800248	40.402234
19.797314	40.404580
19.794674	40.407221
19.792327	40.409861
19.793501	40.408394
19.790861	40.409861
19.787634	40.412208
19.784407	40.414554
19.782060	40.416901
19.779420	40.419541
19.777660	40.422475
19.774433	40.424822
19.770032	40.425995
19.765339	40.427755
19.760938	40.429222
19.756245	40.430689
19.752138	40.432449
19.748324	40.434209
19.745391	40.436263
19.743337	40.439490
19.741284	40.442423
19.742457	40.446823
19.741870	40.450930
19.743337	40.454744
19.745391	40.458264
19.748618	40.460318
19.751258	40.462958
19.753018	40.466771
19.755071	40.469998
19.755951	40.474692
19.756538	40.479092
19.756832	40.483199
19.756245	40.487013
19.755365	40.490240
19.753311	40.493467
19.750378	40.495520
19.746857	40.497867
19.742457	40.499040
19.738057	40.498454
19.734243	40.496987
19.731016	40.494347
19.727789	40.492880
19.722802	40.492293
19.718695	40.493467
19.716935	40.496107
19.717229	40.500214
19.718402	40.503441
19.720749	40.506374
19.723096	40.509308
19.725443	40.512241
19.726909	40.516348
19.728376	40.520162
19.728083	40.524269
19.725736	40.526029
19.723389	40.528963
19.718989	40.530136
19.714588	40.529549
19.710188	40.530136
19.707841	40.532776
19.704321	40.535123
19.699627	40.534830
19.695520	40.533363
19.690240	40.533656
19.687013	40.535710
19.685253	40.538643
19.680559	40.540403
19.676159	40.541577
19.670879	40.542750
19.665598	40.543924
19.660905	40.545390
19.656504	40.546564
19.652397	40.548617
19.649170	40.550964
19.647117	40.553604
19.646530	40.553898
19.644770	40.555951
19.640076	40.557125
19.635676	40.558591
19.630396	40.559765
19.624822	40.560058
19.620715	40.558591
19.616315	40.557711
19.611328	40.557125
19.605461	40.558005
19.600180	40.559178
19.596367	40.560938
19.591086	40.561818
19.585219	40.562405
19.580232	40.562112
19.574952	40.563285
19.570258	40.564752
19.567325	40.566805
19.563218	40.568859
19.559404	40.570619
19.558524	40.573552
19.561751	40.575899
19.564978	40.577659
19.568205	40.579713
19.571432	40.582353
19.572312	40.586753
19.568791	40.588807
19.563511	40.589980
19.558817	40.589687
19.555297	40.587633
19.551483	40.586460
19.547963	40.584407
19.542976	40.584113
19.540629	40.586753
19.541509	40.591154
19.541803	40.595261
19.538283	40.597608
19.534469	40.599368
19.530655	40.601128
19.526548	40.603181
19.523321	40.605235
19.520388	40.607582
19.518334	40.610515
19.514521	40.612275
19.510414	40.610808
19.507480	40.608462
19.502200	40.608755
19.498386	40.610222
19.492813	40.610515
19.488999	40.612569
19.487826	40.615796
19.489586	40.619022
19.489586	40.622543
19.488412	40.624889
19.484892	40.627236
19.482545	40.629583
19.478145	40.631050
19.473451	40.632810
19.468171	40.633690
19.462890	40.634864
19.457023	40.635450
19.452916	40.637210
19.452623	40.641024
19.453796	40.645131
19.453796	40.649238
19.452330	40.652171
19.447636	40.653638
19.442356	40.653638
19.437955	40.652171
19.434728	40.650411
19.431502	40.648358
19.428861	40.645424
19.426221	40.643077
19.422994	40.640437
19.420354	40.638090
19.416540	40.636037
19.411553	40.635744
19.407153	40.637210
19.403926	40.639557
19.400699	40.641611
19.398352	40.644251
19.395419	40.646891
19.393952	40.650118
19.391312	40.652465
19.388085	40.654812
19.384271	40.656278
19.380751	40.657745
19.376058	40.659212
19.371364	40.660972
19.366083	40.661559
19.360216	40.662439
19.355229	40.661852
19.350829	40.660972
19.346429	40.660385
19.342615	40.658919
19.338508	40.657452
19.334695	40.655985
19.331174	40.654225
19.327361	40.652758
19.323254	40.651291
19.319440	40.649825
19.316213	40.648064
19.311813	40.646891
19.308879	40.645718
-999.0 -999.0
20.000000	42.262911
19.996209	42.262687
19.990342	42.262980
19.984768	42.262980
19.979781	42.262687
19.975381	42.261807
19.970394	42.262394
19.964820	42.263567
19.959539	42.264741
19.954259	42.265914
19.948099	42.266501
19.943405	42.267674
19.937831	42.268848
19.931671	42.269728
19.926097	42.269728
19.921990	42.268261
19.918176	42.267087
19.914950	42.264741
19.912603	42.261807
19.909963	42.258580
19.908202	42.255353
19.904975	42.252713
19.901162	42.251246
19.897642	42.249486
19.892655	42.248606
19.888841	42.247139
19.884147	42.246259
19.880334	42.245086
19.876813	42.243032
19.877400	42.240392
19.881507	42.238339
19.884734	42.235992
19.887081	42.233645
19.889134	42.230418
19.891775	42.227485
19.892655	42.224258
19.892361	42.219857
19.892361	42.215750
19.890894	42.211643
19.888841	42.208417
19.887081	42.204603
19.886788	42.200496
19.887081	42.196976
19.885907	42.192869
19.881801	42.191402
19.877694	42.189935
19.873000	42.189055
19.869186	42.187882
19.867426	42.183775
19.868013	42.179961
19.868600	42.176441
19.869773	42.172921
19.870946	42.169400
19.873587	42.167054
19.879747	42.166173
19.885321	42.166173
19.885027	42.162067
19.882387	42.158840
19.881214	42.155026
19.880040	42.150626
19.880040	42.146519
19.880334	42.142412
19.878867	42.138598
19.875347	42.136545
19.871826	42.134785
19.868306	42.132731
19.864199	42.131264
19.860386	42.130091
19.855985	42.128624
19.852172	42.127157
19.848651	42.125397
19.844838	42.123930
19.840144	42.123050
19.836037	42.121584
19.833104	42.119237
19.831050	42.115717
19.829583	42.111610
19.827823	42.108383
19.825770	42.104862
19.823423	42.101636
19.819023	42.100169
19.814036	42.099875
19.810515	42.098115
19.808755	42.094595
19.806702	42.091075
19.804062	42.088141
19.801128	42.085794
19.798195	42.083448
19.794674	42.081394
19.790567	42.079927
19.787340	42.078167
19.782353	42.077874
19.776780	42.078754
19.772673	42.080514
19.768566	42.082567
19.762992	42.082567
19.759178	42.081101
19.754485	42.080221
19.750084	42.081687
19.745977	42.083741
19.741870	42.085501
19.735710	42.086088
19.731016	42.085208
19.727203	42.084034
19.722216	42.083741
19.717522	42.084914
19.711362	42.085501
19.706668	42.084621
19.701681	42.084328
19.696694	42.084034
19.693174	42.082274
19.690240	42.079634
19.684960	42.079341
19.680559	42.078461
19.676746	42.076994
19.672932	42.074940
19.669412	42.073473
19.666185	42.071420
19.661785	42.071420
19.658264	42.073473
19.655038	42.075820
19.650931	42.076700
19.648877	42.073473
19.646824	42.069660
19.642423	42.068780
19.636850	42.069953
19.632156	42.071420
19.626582	42.071420
19.622769	42.069953
19.620715	42.066726
19.621302	42.062913
19.621008	42.058512
19.622182	42.055286
19.625995	42.053525
19.628049	42.050592
19.630689	42.047658
19.635383	42.046485
19.638610	42.044138
19.636556	42.040911
19.634209	42.037684
19.634209	42.034164
19.633916	42.030057
19.631863	42.026243
19.628929	42.024190
19.625995	42.021550
19.622475	42.019790
19.619542	42.017149
19.616608	42.014803
19.613675	42.012162
19.611034	42.009522
19.609274	42.005709
19.606634	42.002775
19.604581	41.999548
19.602234	41.996321
19.599594	41.993681
19.596367	41.991628
19.594020	41.988694
19.591380	41.985467
19.588446	41.983120
19.584926	41.981360
19.580232	41.980187
19.576419	41.979013
19.570845	41.979307
19.565271	41.980187
19.562044	41.982534
19.559404	41.984880
19.555297	41.985761
19.552657	41.983120
19.552070	41.978427
19.550017	41.974906
19.547376	41.971973
19.544443	41.969333
19.541803	41.967279
19.538576	41.964639
19.536229	41.961705
19.534176	41.958185
19.532709	41.954078
19.533882	41.950851
19.535936	41.947918
19.538283	41.945278
19.541803	41.942931
19.547083	41.942051
